"time","oxy"
0,7.99103085453375
1,8.00084849184647
2,8.01387845331209
3,7.98569624325754
4,7.99519748243449
5,7.99632420284381
6,8.00107954729272
7,7.99060301975828
8,8.01184473936653
9,7.9896121298788
10,7.99417650750793
11,7.99881752777464
12,7.98407304644496
13,7.97660331023051
14,8.00382228960309
15,7.96188930915395
16,7.99278604580921
17,7.98335806718015
18,7.99212828692127
19,7.9853226515454
20,8.00090819205249
21,7.96700074180356
22,7.9938963820029
23,7.99654651642223
24,7.97604937776828
25,7.95048293612154
26,7.97877237302614
27,7.96703441831369
28,7.979922032703
29,7.97389636710177
30,7.97738938603762
31,7.97218960401098
32,7.97876164353812
33,7.96415842279512
34,7.9582332472602
35,7.95904339501308
36,7.94674020220854
37,7.95397415520236
38,7.956409380851
39,7.95853487432667
40,7.95616413771569
41,7.93940896824833
42,7.94958294939864
43,7.97603547467348
44,7.96222493930121
45,7.9749092043558
46,7.95094516275159
47,7.95209155764799
48,7.95015838548449
49,7.93901232234693
50,7.94161712852398
51,7.96966301355731
52,7.94237752946658
53,7.95975715511851
54,7.93552427373005
55,7.92534121758553
56,7.9407702890624
57,7.95235862526809
58,7.95339229802734
59,7.95771618767326
60,7.92211757793235
61,7.95931242518755
62,7.93096855667006
63,7.9385816476256
64,7.94106234797481
65,7.92680004894384
66,7.91401153005036
67,7.92820707408548
68,7.93284179904322
69,7.92204513389337
70,7.92078724334492
71,7.93230449503465
72,7.92658339191064
73,7.93134847761503
74,7.92546277373983
75,7.91592889624406
76,7.93703512232422
77,7.9307178977554
78,7.93252525595308
79,7.90689961659336
80,7.92995984589778
81,7.90204235096621
82,7.91266627857453
83,7.90327730548857
84,7.89392080221195
85,7.93322122518754
86,7.90746606589181
87,7.91015318780645
88,7.90813050396355
89,7.91486694974646
90,7.9260039085154
91,7.92581154955767
92,7.89616393611773
93,7.89341542746437
94,7.89087329205279
95,7.89246895100631
96,7.92359357077146
97,7.90307645872133
98,7.8935738480241
99,7.89498839894848
100,7.91074459406413
101,7.90160597835092
102,7.89485728019828
103,7.88950369904517
104,7.88737801670314
105,7.91548040303048
106,7.90339920077613
107,7.91308687115915
108,7.88778626427595
109,7.88749165576852
110,7.87972619401913
111,7.8864948087328
112,7.89271859466117
113,7.90058939820998
114,7.89164168602684
115,7.88955980090481
116,7.89630953663021
117,7.89447136847727
118,7.88306598040927
119,7.87316683342991
120,7.89241199827077
121,7.88038858419104
122,7.89510631588237
123,7.87269359025277
124,7.86555770419073
125,7.88037579524581
126,7.8673041401285
127,7.87938805611438
128,7.85476010165507
129,7.85357569919659
130,7.87689804173283
131,7.87230963177173
132,7.87671067708948
133,7.84683754417787
134,7.8781257910351
135,7.87700494698822
136,7.87432068325935
137,7.87086410256177
138,7.88310073513779
139,7.84646190153187
140,7.85416896151869
141,7.8630972398255
142,7.84993018364586
143,7.85785550440854
144,7.8634624316864
145,7.84846326938669
146,7.86057105983302
147,7.8584990923501
148,7.84393270641567
149,7.84102620282724
150,7.85975890638426
151,7.84730576819299
152,7.85522191779437
153,7.83855581393088
154,7.85877293685001
155,7.8315688945082
156,7.85165340668861
157,7.8476420256998
158,7.84467993278041
159,7.84767522687135
160,7.84398467283864
161,7.8326192896907
162,7.83532287095977
163,7.84059879564886
164,7.82287133906059
165,7.82616030390331
166,7.85477094794585
167,7.81200774367799
168,7.81961494034672
